cntry,age,ageg10,ageg05,religion,religion03,religion06,pvLIT,pvNUM,pvPSL,wageh
ISR,21,16-24,20-24,Moslems,Arab,Moslems,214.0609,155.9372,,-1
ISR,43,35-44,40-44,Moslems,Arab,Moslems,205.4525,205.6322,,
ISR,63,55-65,60-65,Moslems,Arab,Moslems,188.2663,188.8115,,34.68
ISR,37,35-44,35-39,Moslems,Arab,Moslems,191.6109,171.8662,,-1
ISR,33,25-34,30-34,Moslems,Arab,Moslems,221.0661,194.7031,,-1
ISR,20,16-24,20-24,Moslems,Arab,Moslems,138.36,112.5487,,44.96
ISR,29,25-34,25-29,Moslems,Arab,Moslems,266.8924,246.7363,,-1
ISR,55,55-65,55-59,Moslems,Arab,Moslems,223.3119,203.5501,,-1
ISR,51,45-54,50-54,Moslems,Arab,Moslems,240.04,239.9734,,19.27
ISR,26,25-34,25-29,Moslems,Arab,Moslems,281.4109,276.5344,,28.9
ISR,24,16-24,20-24,Moslems,Arab,Moslems,252.235,239.9776,256.4402,-1
ISR,39,35-44,35-39,Moslems,Arab,Moslems,180.464,163.7277,,-1
ISR,23,16-24,20-24,Moslems,Arab,Moslems,254.8055,287.1278,270.1666,19.27
ISR,29,25-34,25-29,Moslems,Arab,Moslems,229.8798,257.0999,219.5583,36.33
ISR,56,55-65,55-59,Moslems,Arab,Moslems,154.7913,112.1316,,-1
ISR,54,45-54,50-54,Moslems,Arab,Moslems,148.2342,116.4882,,-1
ISR,52,45-54,50-54,Moslems,Arab,Moslems,115.7965,89.39206,,-1
ISR,23,16-24,20-24,Moslems,Arab,Moslems,193.4113,207.1117,227.9234,4300
ISR,38,35-44,35-39,Moslems,Arab,Moslems,183.1897,142.4658,178.0435,-1
ISR,16,16-24,16-19,Moslems,Arab,Moslems,196.4915,140.5879,200.712,-1
ISR,39,35-44,35-39,Moslems,Arab,Moslems,248.9469,190.0269,,3200
ISR,26,25-34,25-29,Moslems,Arab,Moslems,215.1082,218.6444,170.9253,29.29
ISR,39,35-44,35-39,Moslems,Arab,Moslems,209.6945,188.1901,213.2736,919.35
ISR,26,25-34,25-29,Moslems,Arab,Moslems,201.7488,164.1934,,-1
ISR,16,16-24,16-19,Moslems,Arab,Moslems,249.1804,207.5517,271.4854,-1
ISR,34,25-34,30-34,Moslems,Arab,Moslems,198.0284,179.1213,206.213,
ISR,18,16-24,16-19,Moslems,Arab,Moslems,195.4707,172.2938,220.3242,-1
ISR,42,35-44,40-44,Moslems,Arab,Moslems,192.0961,225.3002,,43.75
ISR,61,55-65,60-65,Moslems,Arab,Moslems,101.2754,89.18152,,-1
ISR,25,25-34,25-29,Moslems,Arab,Moslems,236.9227,261.1569,259.413,22.48
ISR,17,16-24,16-19,Moslems,Arab,Moslems,222.8985,211.6439,,23.12
ISR,37,35-44,35-39,Moslems,Arab,Moslems,243.3778,207.3729,,31.64
ISR,35,35-44,35-39,Moslems,Arab,Moslems,186.3695,142.1631,,-1
ISR,51,45-54,50-54,Moslems,Arab,Moslems,202.3017,192.9742,,-1
ISR,18,16-24,16-19,Moslems,Arab,Moslems,212.5185,228.4276,249.7359,23
ISR,17,16-24,16-19,Moslems,Arab,Moslems,236.4776,201.6259,,24
ISR,37,35-44,35-39,Moslems,Arab,Moslems,255.9219,222.9262,,-1
ISR,39,35-44,35-39,Moslems,Arab,Moslems,275.2495,283.0552,,56.52
ISR,40,35-44,40-44,Moslems,Arab,Moslems,219.0985,193.4093,,-1
ISR,25,25-34,25-29,Moslems,Arab,Moslems,242.3607,218.0926,,-1
ISR,22,16-24,20-24,Moslems,Arab,Moslems,234.5293,224.0623,,30.83
ISR,64,55-65,60-65,Moslems,Arab,Moslems,96.54094,27.71831,,-1
ISR,50,45-54,50-54,Moslems,Arab,Moslems,121.9123,87.9297,,-1
ISR,39,35-44,35-39,Moslems,Arab,Moslems,169.0499,121.1657,,-1
ISR,35,35-44,35-39,Moslems,Arab,Moslems,264.7379,257.8133,,30.83
ISR,59,55-65,55-59,Moslems,Arab,Moslems,196.4754,184.371,,-1
ISR,53,45-54,50-54,Moslems,Arab,Moslems,98.97356,91.35745,,-1
ISR,42,35-44,40-44,Moslems,Arab,Moslems,267.4756,266.5821,,-1
ISR,37,35-44,35-39,Moslems,Arab,Moslems,228.8198,231.7527,,-1
ISR,61,55-65,60-65,Moslems,Arab,Moslems,166.7588,163.0205,,-1
ISR,48,45-54,45-49,Moslems,Arab,Moslems,111.4173,90.38976,,-1
ISR,19,16-24,16-19,Moslems,Arab,Moslems,193.4283,198.4042,,31.31
ISR,16,16-24,16-19,Moslems,Arab,Moslems,275.8483,251.6305,285.8165,-1
ISR,38,35-44,35-39,Moslems,Arab,Moslems,245.6376,205.4042,190.7256,4400
ISR,33,25-34,30-34,Moslems,Arab,Moslems,199.3799,180.8909,,22.75
ISR,53,45-54,50-54,Moslems,Arab,Moslems,242.336,199.9433,,-1
ISR,23,16-24,20-24,Moslems,Arab,Moslems,193.2463,195.6645,260.5932,-1
ISR,23,16-24,20-24,Moslems,Arab,Moslems,209.8796,169.9996,191.8053,-1
ISR,24,16-24,20-24,Moslems,Arab,Moslems,224.5048,189.3158,,-1
ISR,29,25-34,25-29,Moslems,Arab,Moslems,194.8017,164.4442,,-1
ISR,24,16-24,20-24,Moslems,Arab,Moslems,208.5337,181.863,226.1451,-1
ISR,46,45-54,45-49,Moslems,Arab,Moslems,106.5402,79.93954,,-1
ISR,49,45-54,45-49,Moslems,Arab,Moslems,166.6414,122.2753,191.9401,-1
ISR,43,35-44,40-44,Moslems,Arab,Moslems,226.1724,248.8273,,22
ISR,45,45-54,45-49,Moslems,Arab,Moslems,149.1131,121.1067,,-1
ISR,18,16-24,16-19,Moslems,Arab,Moslems,220.1036,204.349,243.5191,23
ISR,43,35-44,40-44,Moslems,Arab,Moslems,171.2778,139.6108,,-1
ISR,39,35-44,35-39,Moslems,Arab,Moslems,232.4551,252.3987,,25.69
ISR,60,55-65,60-65,Moslems,Arab,Moslems,173.212,150.496,,-1
ISR,35,35-44,35-39,Moslems,Arab,Moslems,281.1754,336.2802,232.8622,57.8
ISR,29,25-34,25-29,Moslems,Arab,Moslems,278.8326,249.1551,316.614,46
ISR,56,55-65,55-59,Moslems,Arab,Moslems,227.6045,214.1611,,-1
ISR,57,55-65,55-59,Moslems,Arab,Moslems,208.7336,197.2942,,-1
ISR,56,55-65,55-59,Moslems,Arab,Moslems,219.3394,208.1395,,-1
ISR,55,55-65,55-59,Moslems,Arab,Moslems,231.8579,255.4551,227.6818,61.66
ISR,48,45-54,45-49,Moslems,Arab,Moslems,253.3766,236.6892,,-1
ISR,47,45-54,45-49,Moslems,Arab,Moslems,243.5073,226.2696,,-1
ISR,32,25-34,30-34,Moslems,Arab,Moslems,212.2982,198.459,209.5936,-1
ISR,17,16-24,16-19,Moslems,Arab,Moslems,303.9848,269.7181,,-1
ISR,16,16-24,16-19,Moslems,Arab,Moslems,287.8498,292.7215,291.3416,-1
ISR,17,16-24,16-19,Moslems,Arab,Moslems,188.5698,98.70477,,25
ISR,26,25-34,25-29,Moslems,Arab,Moslems,197.3674,206.7714,218.1308,-1
ISR,24,16-24,20-24,Moslems,Arab,Moslems,181.061,166.6273,,107.69
ISR,17,16-24,16-19,Moslems,Arab,Moslems,227.6833,185.0156,,-1
ISR,54,45-54,50-54,Moslems,Arab,Moslems,260.9998,275.8218,,-1
ISR,25,25-34,25-29,Moslems,Arab,Moslems,221.7731,206.6661,,-1
ISR,64,55-65,60-65,Jewish,Jewish,Jewish,293.81,292.0175,348.9216,-1
ISR,39,35-44,35-39,Jewish,Jewish,Jewish,320.9156,325.4216,298.6229,-1
ISR,61,55-65,60-65,Jewish,Jewish,Jewish,283.7777,296.2921,301.2253,-1
ISR,52,45-54,50-54,Jewish,Jewish,Jewish,280.2193,322.9128,280.4258,-1
ISR,31,25-34,30-34,Jewish,Jewish,Jewish,298.1696,295.2247,283.7986,-1
ISR,47,45-54,45-49,Jewish,Jewish,Jewish,296.8138,314.1261,271.6154,-1
ISR,60,55-65,60-65,Jewish,Jewish,Jewish,274.2295,299.3062,248.923,138.73
ISR,34,25-34,30-34,Jewish,Jewish,Jewish,314.6948,361.5052,317.6893,92.49
ISR,20,16-24,20-24,Jewish,Jewish,Jewish_Haredim,227.1149,241.0101,237.6177,-1
ISR,22,16-24,20-24,Jewish,Jewish,Jewish,317.0651,334.5994,316.3643,-1
ISR,16,16-24,16-19,Jewish,Jewish,Jewish,275.0445,260.1355,260.7114,-1
ISR,58,55-65,55-59,Not_Classified,Not_Classified,Not_Classified,320.2829,353.6308,314.1904,152.6
ISR,37,35-44,35-39,Jewish,Jewish,Jewish_Haredim,280.2234,249.2543,,-1
ISR,35,35-44,35-39,Jewish,Jewish,Jewish,329.4778,295.9132,320.7021,-1
ISR,48,45-54,45-49,Jewish,Jewish,Jewish,244.1772,220.886,,-1
ISR,65,55-65,60-65,Jewish,Jewish,Jewish,243.6772,239.6723,,-1
ISR,36,35-44,35-39,Jewish,Jewish,Jewish,237.5431,256.0058,210.085,-1
ISR,58,55-65,55-59,Jewish,Jewish,Jewish_Haredim,279.1484,314.3507,244.1204,-1
ISR,62,55-65,60-65,Jewish,Jewish,Jewish,273.575,282.8506,252.1943,-1
ISR,47,45-54,45-49,Not_Classified,Not_Classified,Not_Classified,194.1216,218.3242,160.8355,33.03
ISR,39,35-44,35-39,Jewish,Jewish,Jewish,316.81,345.3239,325.6849,-1
ISR,47,45-54,45-49,Jewish,Jewish,Jewish,260.7266,290.9323,296.5028,51.38
ISR,39,35-44,35-39,Jewish,Jewish,Jewish,285.1813,254.3744,260.5224,-1
ISR,30,25-34,30-34,Jewish,Jewish,Jewish,164.7361,176.1647,186.5562,24.86
ISR,30,25-34,30-34,Jewish,Jewish,Jewish,340.0333,333.8403,308.1326,-1
ISR,43,35-44,40-44,Jewish,Jewish,Jewish,329.2573,329.4537,337.7785,32
ISR,17,16-24,16-19,Jewish,Jewish,Jewish,302.375,287.8831,252.8427,
ISR,23,16-24,20-24,Jewish,Jewish,Jewish,310.8608,354.9178,314.7858,-1
ISR,33,25-34,30-34,Jewish,Jewish,Jewish,290.5956,326.8376,296.3165,-1
ISR,20,16-24,20-24,Jewish,Jewish,Jewish,320.9018,337.966,348.894,-1
ISR,16,16-24,16-19,Jewish,Jewish,Jewish,213.3147,212.3643,230.3447,-1
ISR,30,25-34,30-34,Jewish,Jewish,Jewish,288.2047,279.3705,290.3843,
ISR,22,16-24,20-24,Jewish,Jewish,Jewish,340.8118,306.7005,354.7743,-1
ISR,46,45-54,45-49,Jewish,Jewish,Jewish_Haredim,303.9199,275.2733,226.8111,-1
ISR,21,16-24,20-24,Jewish,Jewish,Jewish,268.9478,234.6897,246.862,-1
ISR,57,55-65,55-59,Jewish,Jewish,Jewish,276.2439,241.9667,263.1833,46.24
ISR,29,25-34,25-29,Jewish,Jewish,Jewish,294.0749,282.5264,258.1942,-1
ISR,38,35-44,35-39,Jewish,Jewish,Jewish,303.8443,312.1831,315.1513,205.52
ISR,57,55-65,55-59,Jewish,Jewish,Jewish,239.4911,232.9526,,26.97
ISR,54,45-54,50-54,Jewish,Jewish,Jewish,318.9416,339.1552,332.1946,184.97
ISR,40,35-44,40-44,Jewish,Jewish,Jewish,312.3151,293.5064,312.9643,-1
ISR,48,45-54,45-49,Jewish,Jewish,Jewish,248.5289,236.7846,226.8249,-1
ISR,32,25-34,30-34,Jewish,Jewish,Jewish,229.4105,198.5339,255.5085,21.58
ISR,65,55-65,60-65,Jewish,Jewish,Jewish,142.7505,128.1861,,-1
ISR,32,25-34,30-34,Jewish,Jewish,Jewish,311.1911,281.6625,285.5259,30
ISR,16,16-24,16-19,Jewish,Jewish,Jewish,300.8348,283.842,321.3421,
ISR,41,35-44,40-44,Jewish,Jewish,Jewish,310.4552,288.9091,301.8544,-1
ISR,21,16-24,20-24,Jewish,Jewish,Jewish,260.6354,248.9398,292.2214,25
ISR,44,35-44,40-44,Jewish,Jewish,Jewish,249.7701,268.1086,,
ISR,51,45-54,50-54,Jewish,Jewish,Jewish,229.8008,235.265,,
ISR,43,35-44,40-44,Jewish,Jewish,Jewish_Haredim,200.5404,149.2955,,-1
ISR,19,16-24,16-19,Jewish,Jewish,Jewish,301.3541,276.8397,237.7553,-1
ISR,37,35-44,35-39,Jewish,Jewish,Jewish,200.9532,207.8223,250.0584,25
ISR,25,25-34,25-29,Jewish,Jewish,Jewish,193.917,168.1845,209.2509,30
ISR,24,16-24,20-24,Jewish,Jewish,Jewish,314.9087,304.0177,317.746,28
ISR,16,16-24,16-19,Jewish,Jewish,Jewish,227.396,239.7821,262.6424,71.43
ISR,31,25-34,30-34,Jewish,Jewish,Jewish,242.805,214.1766,237.7978,-1
ISR,24,16-24,20-24,Jewish,Jewish,Jewish,334.1599,331.0864,307.8352,-1
ISR,31,25-34,30-34,Jewish,Jewish,Jewish,290.6362,309.6031,349.9758,54.57
ISR,18,16-24,16-19,Jewish,Jewish,Jewish,282.2807,267.6963,236.8832,300
ISR,26,25-34,25-29,Jewish,Jewish,Jewish,285.1302,258.5312,,25
ISR,54,45-54,50-54,Jewish,Jewish,Jewish,248.7692,270.3471,331.473,115.61
ISR,34,25-34,30-34,Not_Classified,Not_Classified,Not_Classified,270.7424,280.2424,265.0456,-1
ISR,51,45-54,50-54,Jewish,Jewish,Jewish,345.5426,356.4722,374.42,-1
ISR,47,45-54,45-49,Jewish,Jewish,Jewish_Haredim,347.2024,308.786,,4800
ISR,21,16-24,20-24,Jewish,Jewish,Jewish,239.36,242.8156,245.3862,2.43
ISR,45,45-54,45-49,Jewish,Jewish,Jewish,218.5941,218.9145,,47.43
ISR,20,16-24,20-24,Jewish,Jewish,Jewish,230.3392,185.9982,226.7908,30
ISR,26,25-34,25-29,Jewish,Jewish,Jewish,313.9664,338.8393,373.2346,-1
ISR,45,45-54,45-49,Jewish,Jewish,Jewish,191.5857,123.4519,,7
ISR,19,16-24,16-19,Jewish,Jewish,Jewish,274.5818,288.4166,303.0289,
ISR,42,35-44,40-44,Jewish,Jewish,Jewish,274.6958,259.0229,316.6596,66.06
ISR,32,25-34,30-34,Jewish,Jewish,Jewish,325.3973,320.3864,321.793,-1
ISR,57,55-65,55-59,Jewish,Jewish,Jewish,238.0817,237.049,233.9914,43.16
ISR,40,35-44,40-44,Jewish,Jewish,Jewish,319.5955,357.864,325.5669,61.66
ISR,38,35-44,35-39,Jewish,Jewish,Jewish,307.8107,323.3772,343.6989,123.31
ISR,46,45-54,45-49,Jewish,Jewish,Jewish,232.9467,261.1577,236.2912,92.49
ISR,62,55-65,60-65,Jewish,Jewish,Jewish,141.9103,118.85,144.5864,25
ISR,40,35-44,40-44,Jewish,Jewish,Jewish,275.1376,286.6219,300.3544,-1
ISR,38,35-44,35-39,Jewish,Jewish,Jewish_Haredim,294.8869,300.7887,291.0187,-1
ISR,48,45-54,45-49,Jewish,Jewish,Jewish,275.0181,273.9625,318.445,55
ISR,53,45-54,50-54,Jewish,Jewish,Jewish,328.4539,317.9485,302.9476,-1
ISR,33,25-34,30-34,Jewish,Jewish,Jewish_Haredim,334.5412,360.3488,340.0971,87.86
ISR,22,16-24,20-24,Jewish,Jewish,Jewish,301.3595,278.0593,338.7929,35.73
ISR,65,55-65,60-65,Jewish,Jewish,Jewish,244.5275,196.3426,225.6753,-1
ISR,23,16-24,20-24,Jewish,Jewish,Jewish,288.1979,301.1283,283.1151,-1
ISR,40,35-44,40-44,Jewish,Jewish,Jewish,361.7284,353.4168,331.1862,
ISR,41,35-44,40-44,Jewish,Jewish,Jewish,286.8036,349.6891,325.6462,115.61
ISR,59,55-65,55-59,Jewish,Jewish,Jewish,259.5365,289.4282,255.7815,-1
ISR,34,25-34,30-34,Jewish,Jewish,Jewish,340.3051,307.0906,306.7527,68.81
ISR,21,16-24,20-24,Jewish,Jewish,Jewish,331.6053,297.6484,314.662,25
ISR,40,35-44,40-44,Jewish,Jewish,Jewish,298.9248,298.4303,319.804,50.45
ISR,44,35-44,40-44,Jewish,Jewish,Jewish,298.8731,293.4594,315.2148,74.7
ISR,65,55-65,60-65,Jewish,Jewish,Jewish,198.8442,244.7069,,-1
ISR,47,45-54,45-49,Jewish,Jewish,Jewish,242.8441,286.1954,228.7473,71.47
ISR,29,25-34,25-29,Jewish,Jewish,Jewish,240.7197,205.0138,225.1549,40.46
ISR,20,16-24,20-24,Jewish,Jewish,Jewish,246.0355,218.2792,249.4002,4.01
ISR,50,45-54,50-54,Jewish,Jewish,Jewish,296.3116,323.9663,311.1277,-1
ISR,18,16-24,16-19,Jewish,Jewish,Jewish,308.8946,297.7126,,23
ISR,22,16-24,20-24,Jewish,Jewish,Jewish,274.5344,267.0308,326.4093,24
ISR,17,16-24,16-19,Jewish,Jewish,Jewish,301.023,290.0967,370.5141,25
ISR,53,45-54,50-54,Jewish,Jewish,Jewish,291.9319,329.6227,373.9769,106.36
ISR,40,35-44,40-44,Jewish,Jewish,Jewish,232.8477,317.6039,254.4338,67.26
ISR,42,35-44,40-44,Jewish,Jewish,Jewish,275.0918,291.6308,,69.36
ISR,37,35-44,35-39,Jewish,Jewish,Jewish,307.034,309.3467,285.2809,44.04
ISR,55,55-65,55-59,Jewish,Jewish,Jewish,296.5415,327.7208,299.4522,-1
ISR,24,16-24,20-24,Jewish,Jewish,Jewish,348.6125,314.519,377.082,30
ISR,55,55-65,55-59,Jewish,Jewish,Jewish,317.8411,313.6033,307.5381,33.75
ISR,17,16-24,16-19,Jewish,Jewish,Jewish,261.0416,221.3031,239.9736,-1
ISR,26,25-34,25-29,Jewish,Jewish,Jewish,278.4692,251.4192,,24
ISR,55,55-65,55-59,Jewish,Jewish,Jewish,282.5648,279.628,284.9363,-1
ISR,60,55-65,60-65,Jewish,Jewish,Jewish,294.3671,339.3521,302.8585,71.93
ISR,40,35-44,40-44,Jewish,Jewish,Jewish,223.5135,281.7622,242.8525,50
ISR,45,45-54,45-49,Jewish,Jewish,Jewish,341.1607,324.2889,310.4213,78.61
ISR,39,35-44,35-39,Jewish,Jewish,Jewish,282.7165,283.7227,,-1
ISR,47,45-54,45-49,Jewish,Jewish,Jewish,237.4053,260.9454,247.1951,70.65
ISR,32,25-34,30-34,Jewish,Jewish,Jewish,236.6124,242.5585,216.5327,46.24
ISR,49,45-54,45-49,Jewish,Jewish,Jewish,287.6097,279.0172,311.1361,289.02
ISR,60,55-65,60-65,Jewish,Jewish,Jewish,276.2934,268.3752,276.4398,106.36
ISR,33,25-34,30-34,Jewish,Jewish,Jewish,323.0599,296.6188,327.503,75.14
ISR,28,25-34,25-29,Jewish,Jewish,Jewish,375.4123,347.2405,315.894,40
ISR,42,35-44,40-44,Jewish,Jewish,Jewish,312.774,338.4823,342.2695,34.68
ISR,34,25-34,30-34,Jewish,Jewish,Jewish,281.7406,262.1904,239.6022,46.24
ISR,43,35-44,40-44,Jewish,Jewish,Jewish,296.056,338.267,331.9099,179.83
ISR,56,55-65,55-59,Jewish,Jewish,Jewish,308.5062,328.8597,331.398,
ISR,59,55-65,55-59,Jewish,Jewish,Jewish,239.0352,226.0338,,-1
ISR,52,45-54,50-54,Jewish,Jewish,Jewish,237.8293,206.6371,,25
ISR,28,25-34,25-29,Jewish,Jewish,Jewish,235.2648,249.2497,,-1
ISR,43,35-44,40-44,Jewish,Jewish,Jewish,292.1354,304.7368,326.4752,170.84
ISR,17,16-24,16-19,Jewish,Jewish,Jewish,345.2885,289.6672,330.0817,-1
ISR,23,16-24,20-24,Jewish,Jewish,Jewish,309.6019,280.6008,326.2744,115.61
ISR,47,45-54,45-49,Jewish,Jewish,Jewish,247.6158,249.5621,262.2456,269.75
ISR,18,16-24,16-19,Jewish,Jewish,Jewish,280.3104,248.8221,,-1
ISR,18,16-24,16-19,Jewish,Jewish,Jewish,320.5641,348.3081,328.8179,-1
ISR,28,25-34,25-29,Jewish,Jewish,Jewish,343.1434,320.2358,349.388,-1
ISR,38,35-44,35-39,Jewish,Jewish,Jewish,314.3935,313.6639,329.5702,51.38
ISR,52,45-54,50-54,Jewish,Jewish,Jewish,354.9887,354.6562,353.5849,-1
ISR,24,16-24,20-24,Jewish,Jewish,Jewish,302.295,294.774,312.4512,13.57
ISR,37,35-44,35-39,Jewish,Jewish,Jewish,277.3141,261.36,,25
ISR,45,45-54,45-49,Jewish,Jewish,Jewish,228.5106,236.0699,244.2352,
ISR,60,55-65,60-65,Jewish,Jewish,Jewish,231.6603,220.7593,,-1
ISR,25,25-34,25-29,Jewish,Jewish,Jewish,332.2297,315.1872,329.8125,-1
ISR,48,45-54,45-49,Jewish,Jewish,Jewish,271.3427,244.1451,,37
ISR,46,45-54,45-49,Jewish,Jewish,Jewish,266.0268,270.2893,,
ISR,23,16-24,20-24,Jewish,Jewish,Jewish_Haredim,301.7014,310.5988,310.5797,-1
ISR,18,16-24,16-19,Jewish,Jewish,Jewish,303.1468,314.2367,,-1
ISR,43,35-44,40-44,Jewish,Jewish,Jewish,322.9563,284.042,,30
ISR,44,35-44,40-44,Jewish,Jewish,Jewish,299.861,299.5664,329.1184,231.21
ISR,32,25-34,30-34,Jewish,Jewish,Jewish,274.7661,298.0605,334.0906,80.92
ISR,16,16-24,16-19,Jewish,Jewish,Jewish,303.4641,300.0656,312.8699,-1
ISR,65,55-65,60-65,Jewish,Jewish,Jewish,286.1197,322.9519,259.3386,120.23
ISR,35,35-44,35-39,Jewish,Jewish,Jewish,204.3538,211.0308,201.4162,51.72
ISR,47,45-54,45-49,Jewish,Jewish,Jewish,312.0792,339.9297,332.4023,78.95
ISR,20,16-24,20-24,Jewish,Jewish,Jewish,338.2703,341.9955,382.8112,64.74
ISR,48,45-54,45-49,Jewish,Jewish,Jewish,300.5455,311.4528,,46.24
ISR,53,45-54,50-54,Jewish,Jewish,Jewish,301.4589,278.7786,330.2808,154.14
ISR,28,25-34,25-29,Moslems,Arab,Moslems,227.6124,203.9827,,-1
ISR,39,35-44,35-39,Moslems,Arab,Moslems,247.48,251.6836,,-1
ISR,38,35-44,35-39,Moslems,Arab,Moslems,209.2219,174.2189,,23
ISR,37,35-44,35-39,Moslems,Arab,Moslems,211.5643,179.9653,,-1
ISR,36,35-44,35-39,Moslems,Arab,Moslems,278.6862,285.3652,258.4552,66.67
ISR,65,55-65,60-65,Moslems,Arab,Moslems,203.7521,184.2146,,-1
ISR,34,25-34,30-34,Moslems,Arab,Moslems,217.4075,220.9546,212.7198,6500
ISR,33,25-34,30-34,Moslems,Arab,Moslems,234.8622,199.2727,,21
ISR,58,55-65,55-59,Moslems,Arab,Moslems,261.4379,237.457,,-1
ISR,56,55-65,55-59,Moslems,Arab,Moslems,260.8345,237.614,,-1
ISR,52,45-54,50-54,Moslems,Arab,Moslems,188.2034,166.4605,,-1
ISR,52,45-54,50-54,Moslems,Arab,Moslems,232.7531,213.4855,,-1
ISR,47,45-54,45-49,Moslems,Arab,Moslems,289.3636,268.2489,,60
ISR,31,25-34,30-34,Moslems,Arab,Moslems,272.3083,247.0346,223.4776,-1
ISR,26,25-34,25-29,Moslems,Arab,Moslems,269.8112,243.0274,219.2413,30
ISR,26,25-34,25-29,Moslems,Arab,Moslems,219.5998,207.351,218.9835,-1
ISR,23,16-24,20-24,Moslems,Arab,Moslems,219.1794,194.3095,,-1
ISR,21,16-24,20-24,Moslems,Arab,Moslems,244.7803,253.7864,221.226,25
ISR,18,16-24,16-19,Moslems,Arab,Moslems,257.3625,253.969,264.1611,-1
ISR,17,16-24,16-19,Moslems,Arab,Moslems,214.1203,174.7951,,-1
ISR,24,16-24,20-24,Moslems,Arab,Moslems,279.321,271.3868,292.2029,-1
ISR,30,25-34,30-34,Moslems,Arab,Moslems,219.2162,171.2321,,-1
ISR,20,16-24,20-24,Moslems,Arab,Moslems,285.2399,264.505,265.5502,3000
ISR,20,16-24,20-24,Moslems,Arab,Moslems,273.2794,272.067,311.8117,-1
ISR,17,16-24,16-19,Moslems,Arab,Moslems,271.9879,224.6339,,-1
ISR,47,45-54,45-49,Jewish,Jewish,Jewish,286.887,302.1684,352.6665,-1
ISR,34,25-34,30-34,Jewish,Jewish,Jewish,318.4075,302.601,,29.7
ISR,33,25-34,30-34,Jewish,Jewish,Jewish,304.829,304.8557,290.5415,30
ISR,42,35-44,40-44,Jewish,Jewish,Jewish,291.9692,332.1641,313.5201,-1
ISR,45,45-54,45-49,Jewish,Jewish,Jewish,283.6513,242.2798,,58.85
ISR,21,16-24,20-24,Jewish,Jewish,Jewish,324.8122,326.1815,390.2007,2.03
ISR,29,25-34,25-29,Moslems,Arab,Moslems,199.6507,160.8894,,65
ISR,20,16-24,20-24,Moslems,Arab,Moslems,195.0419,222.9024,203.7091,23.7
ISR,16,16-24,16-19,Moslems,Arab,Moslems,261.6384,219.7404,279.2243,-1
ISR,19,16-24,16-19,Moslems,Arab,Moslems,199.8263,193.2526,202.6587,24
ISR,25,25-34,25-29,Moslems,Arab,Moslems,179.613,149.6398,194.7185,23.7
ISR,52,45-54,50-54,Jewish,Jewish,Jewish,277.0557,303.937,324.0582,43.67
ISR,38,35-44,35-39,Jewish,Jewish,Jewish,292.3092,284.0285,291.7834,-1
ISR,58,55-65,55-59,Jewish,Jewish,Jewish,211.0787,183.5284,,71.93
ISR,48,45-54,45-49,Jewish,Jewish,Jewish,330.9187,335.0624,346.709,-1
ISR,45,45-54,45-49,Jewish,Jewish,Jewish,238.0094,256.095,220.8914,69.36
ISR,54,45-54,50-54,Jewish,Jewish,Jewish,300.949,288.6095,,66.06
ISR,30,25-34,30-34,Jewish,Jewish,Jewish,299.8328,320.6276,300.9785,50.45
ISR,61,55-65,60-65,Jewish,Jewish,Jewish,315.0143,259.748,,26
ISR,25,25-34,25-29,Jewish,Jewish,Jewish,301.8539,290.3992,332.2979,43.35
ISR,29,25-34,25-29,Moslems,Arab,Moslems,152.3738,182.6938,203.6985,36.13
ISR,46,45-54,45-49,Moslems,Arab,Moslems,218.0835,223.9227,226.0695,-1
ISR,62,55-65,60-65,Moslems,Arab,Moslems,105.1878,100.0748,,-1
ISR,42,35-44,40-44,Moslems,Arab,Moslems,221.2411,221.9224,207.1629,68.74
ISR,42,35-44,40-44,Moslems,Arab,Moslems,198.6987,187.7159,,27
ISR,36,35-44,35-39,Moslems,Arab,Moslems,170.0161,162.5016,,33.72
ISR,36,35-44,35-39,Moslems,Arab,Moslems,216.6753,198.5594,203.035,20.81
ISR,63,55-65,60-65,Moslems,Arab,Moslems,144.8977,135.2029,,26.01
ISR,35,35-44,35-39,Moslems,Arab,Moslems,208.7962,156.7688,,-1
ISR,29,25-34,25-29,Moslems,Arab,Moslems,322.4965,303.5709,289.0883,69.36
ISR,34,25-34,30-34,Moslems,Arab,Moslems,226.8638,226.0963,219.4309,31
ISR,62,55-65,60-65,Moslems,Arab,Moslems,202.2074,200.3403,,-1
ISR,58,55-65,55-59,Moslems,Arab,Moslems,222.8097,209.0226,,46.24
ISR,53,45-54,50-54,Moslems,Arab,Moslems,223.7481,223.6413,184.4327,43.67
ISR,50,45-54,50-54,Moslems,Arab,Moslems,106.5893,89.26307,,-1
ISR,48,45-54,45-49,Moslems,Arab,Moslems,115.1858,100.5275,,-1
ISR,47,45-54,45-49,Moslems,Arab,Moslems,103.6291,81.8809,,23
ISR,32,25-34,30-34,Moslems,Arab,Moslems,251.2979,237.1929,,29.78
ISR,26,25-34,25-29,Moslems,Arab,Moslems,209.3925,175.5504,198.3195,-1
ISR,23,16-24,20-24,Moslems,Arab,Moslems,184.5556,179.4935,203.5892,25.69
ISR,21,16-24,20-24,Moslems,Arab,Moslems,204.0585,187.364,209.8501,19.27
ISR,19,16-24,16-19,Moslems,Arab,Moslems,225.2286,235.1195,241.2445,29.73
