OrderID,OrderDate,Cutomer Name,Customer Country,Customer City,Product Code@ProductName@Sales Cost,Sales Quantity,Sales Price,Fee,Department ,Discount
10627,11/08/2019,Save-a-lot Markets,USA,Boise,62@Tarte au sucre@18.991346,15,49.3,10651,Culture and Sports,15
10627,11/08/2019,Save-a-lot Markets,USA,Boise,73@R?d Kaviar@5.7783,35,15,6715,Communications,7
10628,12/08/2019,Blondesddsl p?re et fils,France,Strasbourg,1@Chai@6.93396,25,18,11020,Finance,14
10629,12/08/2019,Godos Cocina T?pica,Spain,Sevilla,29@Th?ringer Rostbratwurst@47.6863838,20,123.79,10860,Finance,12
10629,12/08/2019,Godos Cocina T?pica,Spain,Sevilla,64@Wimmers gute Semmelkn?del@12.808565,9,33.25,10174,Energy,18
10630,13/08/2019,K?niglich Essen,Israel,Dimona,55@P?t? chinois@9.24528,12,24,11836,Energy,24
10630,13/08/2019,K?niglich Essen,Israel,Dimona,76@Lakkalik??ri@6.93396,35,18,6961,Culture and Sports,17
10631,14/08/2019,La maison d'Asie,France,Toulouse,75@Rh?nbr?u Klosterbier@2.985455,8,7.75,8570,Agriculture and Rural Development,15
10632,14/08/2019,Die Wandernde Kuh,Israel,Ashdod,2@Chang@7.31918,30,19,12194,Agriculture and Rural Development,13
10632,14/08/2019,Die Wandernde Kuh,Israel,Ashdod,33@Geitost@0.96305,20,2.5,6389,Agriculture and Rural Development,14
10633,15/08/2019,Ernst Handel,Austria,Graz,12@Queso Manchego La Pastora@14.63836,36,38,10262,Culture and Sports,22
10633,15/08/2019,Ernst Handel,Austria,Graz,13@Konbu@2.31132,13,6,7107,Culture and Sports,10
10633,15/08/2019,Ernst Handel,Austria,Graz,26@Gumb?r Gummib?rchen@12.0304206,35,31.23,11615,Communications,7
10633,15/08/2019,Ernst Handel,Austria,Graz,62@Tarte au sucre@18.991346,80,49.3,8955,Agriculture and Rural Development,24
10634,15/08/2019,Folies gourmandes,France,Lille,7@Uncle Bob's Organic Dried Pears@11.5566,35,30,9932,Energy,20
10634,15/08/2019,Folies gourmandes,France,Lille,18@Carnarvon Tigers@24.07625,50,62.5,11943,Communications,17
10634,15/08/2019,Folies gourmandes,France,Lille,51@Manjimup Dried Apples@20.41666,15,53,8815,Communications,11
10634,15/08/2019,Folies gourmandes,France,Lille,75@Rh?nbr?u Klosterbier@2.985455,2,7.75,11431,Culture and Sports,14
10635,18/08/2019,Magazzini Alimentari Riuniti,Italy,Bergamo,4@Chef Anton's Cajun Seasoning@8.47484,10,22,12469,Agriculture and Rural Development,12
10635,18/08/2019,Magazzini Alimentari Riuniti,Italy,Bergamo,5@Chef Anton's Gumbo Mix@8.224447,15,21.35,6825,Defense,22
10635,18/08/2019,Magazzini Alimentari Riuniti,Italy,Bergamo,22@Gustaf's Kn?ckebr?d@8.08962,40,21,7505,Culture and Sports,12
10636,19/08/2019,Wartian Herkku,Finland,Oulu,4@Chef Anton's Cajun Seasoning@8.47484,25,22,8055,Defense,24
10636,19/08/2019,Wartian Herkku,Finland,Oulu,58@Escargots de Bourgogne@5.104165,6,13.25,7646,Finance,23
10637,19/08/2019,Queen Cozinha,Brazil,Sao Paulo,11@Queso Cabrales@8.08962,10,21,11822,Culture and Sports,21
10637,19/08/2019,Queen Cozinha,Brazil,Sao Paulo,50@Valkoinen suklaa@6.259825,25,16.25,11719,Finance,5
10637,19/08/2019,Queen Cozinha,Brazil,Sao Paulo,56@Gnocchi di nonna Alice@14.63836,60,38,6670,Culture and Sports,21
10638,20/08/2019,LINO-Delicateses,Venezuela,I. de Margarita,45@Rogede sild@3.65959,20,9.5,11334,Communications,8
10638,20/08/2019,LINO-Delicateses,Venezuela,I. de Margarita,65@Louisiana Fiery Hot Pepper Sauce@8.108881,21,21.05,12137,Finance,12
10638,20/08/2019,LINO-Delicateses,Venezuela,I. de Margarita,72@Mozzarella di Giovanni@13.405656,60,34.8,10162,Communications,9
10639,20/08/2019,Sant? Gourmet,Norway,Stavern,18@Carnarvon Tigers@24.07625,8,62.5,9190,Culture and Sports,23
10640,21/08/2019,Die Wandernde Kuh,Israel,Ashdod,69@Gudbrandsdalsost@13.86792,20,36,6180,Culture and Sports,22
10640,21/08/2019,Die Wandernde Kuh,Israel,Ashdod,70@Outback Lager@5.7783,15,15,9952,Agriculture and Rural Development,15
10641,22/08/2019,HILARION-Abastos,Venezuela,San Crist?bal,2@Chang@7.31918,50,19,6748,Agriculture and Rural Development,8
10641,22/08/2019,HILARION-Abastos,Venezuela,San Crist?bal,40@Boston Crab Meat@7.088048,60,18.4,9374,Culture and Sports,11
10642,22/08/2019,Simons bistro,Denmark,Kobenhavn,21@Sir Rodney's Scones@3.8522,30,10,5960,Defense,10
10642,22/08/2019,Simons bistro,Denmark,Kobenhavn,61@Sirop d'?rable@10.97877,20,28.5,10643,Defense,15
10643,25/08/2019,Alfreds Futterkiste,Israel,Netivot,28@R?ssle Sauerkraut@17.566032,15,45.6,5242,Defense,6
10643,25/08/2019,Alfreds Futterkiste,Israel,Netivot,39@Chartreuse verte@6.93396,21,18,8555,Defense,14
10643,25/08/2019,Alfreds Futterkiste,Israel,Netivot,46@Spegesild@4.62264,2,12,7510,Defense,21
10644,25/08/2019,Wellington Importadora,Brazil,Resende,18@Carnarvon Tigers@24.07625,4,62.5,6576,Communications,11
10644,25/08/2019,Wellington Importadora,Brazil,Resende,43@Ipoh Coffee@17.72012,20,46,12197,Communications,23
10644,25/08/2019,Wellington Importadora,Brazil,Resende,46@Spegesild@4.62264,21,12,5101,Communications,24
10645,26/08/2019,Hanari Carnes,Brazil,Rio de Janeiro,18@Carnarvon Tigers@24.07625,20,62.5,11468,Agriculture and Rural Development,16
10645,26/08/2019,Hanari Carnes,Brazil,Rio de Janeiro,36@Inlagd Sill@7.31918,15,19,9520,Agriculture and Rural Development,6
10646,27/08/2019,Hungry Owl All-Night Grocers,Ireland,Cork,1@Chai@6.93396,15,18,10177,Energy,22
10646,27/08/2019,Hungry Owl All-Night Grocers,Ireland,Cork,10@Ikura@11.94182,18,31,9639,Communications,17
10646,27/08/2019,Hungry Owl All-Night Grocers,Ireland,Cork,71@Flotemysost@8.28223,30,21.5,6701,Economy and Industry,25
10646,27/08/2019,Hungry Owl All-Night Grocers,Ireland,Cork,77@Original Frankfurter gr?ne So?e@5.00786,35,13,8571,Finance,25
10647,27/08/2019,Que Del?cia,Brazil,Rio de Janeiro,19@Teatime Chocolate Biscuits@3.544024,30,9.2,5084,Culture and Sports,22
10647,27/08/2019,Que Del?cia,Brazil,Rio de Janeiro,39@Chartreuse verte@6.93396,20,18,9921,Finance,17
10648,28/08/2019,Ricardo Adocicados,Brazil,Rio de Janeiro,22@Gustaf's Kn?ckebr?d@8.08962,15,21,10927,Finance,7
10648,28/08/2019,Ricardo Adocicados,Brazil,Rio de Janeiro,24@Guaran? Fant?stica@1.73349,15,4.5,12357,Communications,24
10649,28/08/2019,Maison Dewey,Belgium,Bruxelles,28@R?ssle Sauerkraut@17.566032,20,45.6,6422,Defense,19
10649,28/08/2019,Maison Dewey,Belgium,Bruxelles,72@Mozzarella di Giovanni@13.405656,15,34.8,5860,Culture and Sports,6
10650,29/08/2019,Familia Arquibaldo,Brazil,Sao Paulo,30@Nord-Ost Matjeshering@9.9733458,30,25.89,11858,Defense,20
10650,29/08/2019,Familia Arquibaldo,Brazil,Sao Paulo,53@Perth Pasties@12.635216,25,32.8,10761,Culture and Sports,18
10650,29/08/2019,Familia Arquibaldo,Brazil,Sao Paulo,54@Tourti?re@2.869889,30,7.45,5883,Energy,21
10651,01/09/2019,Die Wandernde Kuh,Israel,Ashdod,19@Teatime Chocolate Biscuits@3.544024,12,9.2,10802,Energy,16
10651,01/09/2019,Die Wandernde Kuh,Israel,Ashdod,22@Gustaf's Kn?ckebr?d@8.08962,20,21,12116,Agriculture and Rural Development,22
10652,01/09/2019,Gourmet Lanchonetes,Brazil,Campinas,30@Nord-Ost Matjeshering@9.9733458,2,25.89,9352,Finance,12
10652,01/09/2019,Gourmet Lanchonetes,Brazil,Campinas,42@Singaporean Hokkien Fried Mee@5.39308,20,14,6443,Communications,25
10653,02/09/2019,Frankenversand,Israel,Haifa,16@Pavlova@6.722089,30,17.45,8985,Culture and Sports,8
10653,02/09/2019,Frankenversand,Israel,Haifa,60@Camembert Pierrot@13.09748,20,34,7535,Agriculture and Rural Development,9
10654,02/09/2019,Berglunds snabbk?p,Sweden,Lule?,4@Chef Anton's Cajun Seasoning@8.47484,12,22,5038,Communications,21
10654,02/09/2019,Berglunds snabbk?p,Sweden,Lule?,39@Chartreuse verte@6.93396,20,18,5804,Finance,24
10654,02/09/2019,Berglunds snabbk?p,Sweden,Lule?,54@Tourti?re@2.869889,6,7.45,12492,Agriculture and Rural Development,19
10655,03/09/2019,Reggiani Caseifici,Italy,Reggio Emilia,41@Jack's New England Clam Chowder@3.717373,20,9.65,7039,Communications,16
10656,04/09/2019,Great Lakes Food Market,USA,Eugene,14@Tofu@8.956365,3,23.25,8738,Finance,11
10656,04/09/2019,Great Lakes Food Market,USA,Eugene,44@Gula Malacca@7.492529,28,19.45,7335,Agriculture and Rural Development,17
10656,04/09/2019,Great Lakes Food Market,USA,Eugene,47@Zaanse koeken@3.65959,6,9.5,5825,Agriculture and Rural Development,7
10657,04/09/2019,Save-a-lot Markets,USA,Boise,15@Genen Shouyu@5.97091,50,15.5,5052,Communications,8
10657,04/09/2019,Save-a-lot Markets,USA,Boise,41@Jack's New England Clam Chowder@3.717373,24,9.65,8765,Agriculture and Rural Development,16
10657,04/09/2019,Save-a-lot Markets,USA,Boise,46@Spegesild@4.62264,45,12,12365,Economy and Industry,17
10657,04/09/2019,Save-a-lot Markets,USA,Boise,47@Zaanse koeken@3.65959,10,9.5,6617,Finance,12
10657,04/09/2019,Save-a-lot Markets,USA,Boise,56@Gnocchi di nonna Alice@14.63836,45,38,6604,Defense,12
10657,04/09/2019,Save-a-lot Markets,USA,Boise,60@Camembert Pierrot@13.09748,30,34,6655,Communications,16
10658,05/09/2019,QUICK-Stop,Israel,Bat Yam,21@Sir Rodney's Scones@3.8522,60,10,5467,Economy and Industry,11
10658,05/09/2019,QUICK-Stop,Israel,Bat Yam,40@Boston Crab Meat@7.088048,70,18.4,10654,Defense,25
10658,05/09/2019,QUICK-Stop,Israel,Bat Yam,60@Camembert Pierrot@13.09748,55,34,9695,Energy,25
10658,05/09/2019,QUICK-Stop,Israel,Bat Yam,77@Original Frankfurter gr?ne So?e@5.00786,70,13,8382,Agriculture and Rural Development,18
10659,05/09/2019,Queen Cozinha,Brazil,Sao Paulo,31@Gorgonzola Telino@4.81525,20,12.5,12139,Finance,6
10659,05/09/2019,Queen Cozinha,Brazil,Sao Paulo,40@Boston Crab Meat@7.088048,24,18.4,7409,Communications,9
10659,05/09/2019,Queen Cozinha,Brazil,Sao Paulo,70@Outback Lager@5.7783,40,15,11351,Economy and Industry,12
10660,08/09/2019,Hungry Coyote Import Store,USA,Elgin,20@Sir Rodney's Marmalade@31.20282,21,81,11159,Defense,12
10661,09/09/2019,Hungry Owl All-Night Grocers,Ireland,Cork,39@Chartreuse verte@6.93396,3,18,9034,Defense,5
10661,09/09/2019,Hungry Owl All-Night Grocers,Ireland,Cork,58@Escargots de Bourgogne@5.104165,49,13.25,6247,Finance,10
10662,09/09/2019,Lonesome Pine Restaurant,USA,Portland,68@Scottish Longbreads@4.81525,10,12.5,5333,Communications,25
10663,10/09/2019,Bon app',France,Marseille,40@Boston Crab Meat@7.088048,30,18.4,9627,Defense,5
10663,10/09/2019,Bon app',France,Marseille,42@Singaporean Hokkien Fried Mee@5.39308,30,14,6681,Defense,15
10663,10/09/2019,Bon app',France,Marseille,51@Manjimup Dried Apples@20.41666,20,53,5459,Culture and Sports,23
10664,10/09/2019,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,10@Ikura@11.94182,24,31,6357,Agriculture and Rural Development,15
10664,10/09/2019,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,56@Gnocchi di nonna Alice@14.63836,12,38,10803,Finance,21
10664,10/09/2019,Furia Bacalhau e Frutos do Mar,Portugal,Lisboa,65@Louisiana Fiery Hot Pepper Sauce@8.108881,15,21.05,6467,Defense,15
10665,11/09/2019,Lonesome Pine Restaurant,USA,Portland,51@Manjimup Dried Apples@20.41666,20,53,7170,Finance,10
10665,11/09/2019,Lonesome Pine Restaurant,USA,Portland,59@Raclette Courdavault@21.1871,1,55,6065,Culture and Sports,9
10665,11/09/2019,Lonesome Pine Restaurant,USA,Portland,76@Lakkalik??ri@6.93396,10,18,7450,Agriculture and Rural Development,19
10666,12/09/2019,Richter Supermarkt,Switzerland,Gen?ve,29@Th?ringer Rostbratwurst@47.6863838,36,123.79,6061,Economy and Industry,15
10666,12/09/2019,Richter Supermarkt,Switzerland,Gen?ve,65@Louisiana Fiery Hot Pepper Sauce@8.108881,10,21.05,9261,Agriculture and Rural Development,23
10667,12/09/2019,Ernst Handel,Austria,Graz,69@Gudbrandsdalsost@13.86792,45,36,9324,Defense,13
10667,12/09/2019,Ernst Handel,Austria,Graz,71@Flotemysost@8.28223,14,21.5,5604,Economy and Industry,22
10668,15/09/2019,Die Wandernde Kuh,Israel,Ashdod,31@Gorgonzola Telino@4.81525,8,12.5,5946,Culture and Sports,18
10668,15/09/2019,Die Wandernde Kuh,Israel,Ashdod,55@P?t? chinois@9.24528,4,24,6867,Finance,21
10668,15/09/2019,Die Wandernde Kuh,Israel,Ashdod,64@Wimmers gute Semmelkn?del@12.808565,15,33.25,11663,Economy and Industry,12
10669,15/09/2019,Simons bistro,Denmark,Kobenhavn,36@Inlagd Sill@7.31918,30,19,11406,Defense,12
10670,16/09/2019,Frankenversand,Israel,Haifa,23@Tunnbr?d@3.46698,32,9,5436,Agriculture and Rural Development,21
10670,16/09/2019,Frankenversand,Israel,Haifa,46@Spegesild@4.62264,60,12,6761,Culture and Sports,25
10670,16/09/2019,Frankenversand,Israel,Haifa,67@Laughing Lumberjack Lager@5.39308,25,14,7336,Defense,9
10670,16/09/2019,Frankenversand,Israel,Haifa,73@R?d Kaviar@5.7783,50,15,7808,Energy,23
10670,16/09/2019,Frankenversand,Israel,Haifa,75@Rh?nbr?u Klosterbier@2.985455,25,7.75,6581,Defense,17
10671,17/09/2019,France restauration,France,Nantes,16@Pavlova@6.722089,10,17.45,5059,Agriculture and Rural Development,16
10671,17/09/2019,France restauration,France,Nantes,62@Tarte au sucre@18.991346,10,49.3,7153,Culture and Sports,14
10671,17/09/2019,France restauration,France,Nantes,65@Louisiana Fiery Hot Pepper Sauce@8.108881,12,21.05,7625,Communications,18
10672,17/09/2019,Berglunds snabbk?p,Sweden,Lule?,38@C?te de Blaye@101.50547,15,263.5,11314,Defense,18
10672,17/09/2019,Berglunds snabbk?p,Sweden,Lule?,71@Flotemysost@8.28223,12,21.5,6332,Economy and Industry,25
10673,18/09/2019,Wilman Kala,Finland,Helsinki,16@Pavlova@6.722089,3,17.45,11374,Agriculture and Rural Development,8
10673,18/09/2019,Wilman Kala,Finland,Helsinki,42@Singaporean Hokkien Fried Mee@5.39308,6,14,8838,Finance,24
10673,18/09/2019,Wilman Kala,Finland,Helsinki,43@Ipoh Coffee@17.72012,6,46,5447,Economy and Industry,11
10674,18/09/2019,Island Trading,UK,Cowes,23@Tunnbr?d@3.46698,5,9,9785,Energy,24
10675,19/09/2019,Frankenversand,Israel,Haifa,14@Tofu@8.956365,30,23.25,12361,Agriculture and Rural Development,9
10675,19/09/2019,Frankenversand,Israel,Haifa,53@Perth Pasties@12.635216,10,32.8,11697,Finance,14
10675,19/09/2019,Frankenversand,Israel,Haifa,58@Escargots de Bourgogne@5.104165,30,13.25,6145,Agriculture and Rural Development,17
10676,22/09/2019,Tortuga Restaurante,Mexico,M?xico D.F.,10@Ikura@11.94182,2,31,12263,Economy and Industry,24
10676,22/09/2019,Tortuga Restaurante,Mexico,M?xico D.F.,19@Teatime Chocolate Biscuits@3.544024,7,9.2,6817,Defense,14
10676,22/09/2019,Tortuga Restaurante,Mexico,M?xico D.F.,44@Gula Malacca@7.492529,21,19.45,7060,Energy,21
10677,22/09/2019,Antonio Moreno Taquer?a,Mexico,M?xico D.F.,26@Gumb?r Gummib?rchen@12.0304206,30,31.23,9003,Energy,23
10677,22/09/2019,Antonio Moreno Taquer?a,Mexico,M?xico D.F.,33@Geitost@0.96305,8,2.5,12339,Agriculture and Rural Development,16
10678,23/09/2019,Save-a-lot Markets,USA,Boise,12@Queso Manchego La Pastora@14.63836,100,38,7151,Agriculture and Rural Development,9
10678,23/09/2019,Save-a-lot Markets,USA,Boise,33@Geitost@0.96305,30,2.5,8670,Economy and Industry,19
10678,23/09/2019,Save-a-lot Markets,USA,Boise,41@Jack's New England Clam Chowder@3.717373,120,9.65,12055,Agriculture and Rural Development,19
10678,23/09/2019,Save-a-lot Markets,USA,Boise,54@Tourti?re@2.869889,30,7.45,8957,Economy and Industry,16
10679,23/09/2019,Blondesddsl p?re et fils,France,Strasbourg,59@Raclette Courdavault@21.1871,12,55,7009,Communications,15
10680,24/09/2019,Old World Delicatessen,USA,Anchorage,16@Pavlova@6.722089,50,17.45,8308,Agriculture and Rural Development,25
10680,24/09/2019,Old World Delicatessen,USA,Anchorage,31@Gorgonzola Telino@4.81525,20,12.5,5281,Energy,23
10680,24/09/2019,Old World Delicatessen,USA,Anchorage,42@Singaporean Hokkien Fried Mee@5.39308,40,14,9294,Economy and Industry,5
10681,25/09/2019,Great Lakes Food Market,USA,Eugene,19@Teatime Chocolate Biscuits@3.544024,30,9.2,10128,Energy,13
10681,25/09/2019,Great Lakes Food Market,USA,Eugene,21@Sir Rodney's Scones@3.8522,12,10,11962,Finance,18
10681,25/09/2019,Great Lakes Food Market,USA,Eugene,64@Wimmers gute Semmelkn?del@12.808565,28,33.25,9503,Finance,13
10682,25/09/2019,Antonio Moreno Taquer?a,Mexico,M?xico D.F.,33@Geitost@0.96305,30,2.5,12319,Finance,11
10682,25/09/2019,Antonio Moreno Taquer?a,Mexico,M?xico D.F.,66@Louisiana Hot Spiced Okra@6.54874,4,17,5763,Communications,7
10682,25/09/2019,Antonio Moreno Taquer?a,Mexico,M?xico D.F.,75@Rh?nbr?u Klosterbier@2.985455,30,7.75,9593,Culture and Sports,19
10683,26/09/2019,Du monde entier,France,Nantes,52@Filo Mix@2.69654,9,7,6561,Communications,14
10684,26/09/2019,Ottilies K?seladen,Israel,Hadera,40@Boston Crab Meat@7.088048,20,18.4,10239,Defense,13
10684,26/09/2019,Ottilies K?seladen,Israel,Hadera,47@Zaanse koeken@3.65959,40,9.5,8094,Economy and Industry,15
10684,26/09/2019,Ottilies K?seladen,Israel,Hadera,60@Camembert Pierrot@13.09748,30,34,5635,Defense,23
10685,29/09/2019,Gourmet Lanchonetes,Brazil,Campinas,10@Ikura@11.94182,20,31,12191,Economy and Industry,24
10685,29/09/2019,Gourmet Lanchonetes,Brazil,Campinas,41@Jack's New England Clam Chowder@3.717373,4,9.65,6490,Agriculture and Rural Development,17
10685,29/09/2019,Gourmet Lanchonetes,Brazil,Campinas,47@Zaanse koeken@3.65959,15,9.5,6727,Communications,8
10686,30/09/2019,Piccolo und mehr,Austria,Salzburg,17@Alice Mutton@15.02358,30,39,11860,Energy,20
10686,30/09/2019,Piccolo und mehr,Austria,Salzburg,26@Gumb?r Gummib?rchen@12.0304206,15,31.23,12013,Finance,22
10687,30/09/2019,Hungry Owl All-Night Grocers,Ireland,Cork,9@Mishi Kobe Niku@37.36634,50,97,11038,Agriculture and Rural Development,14
10687,30/09/2019,Hungry Owl All-Night Grocers,Ireland,Cork,29@Th?ringer Rostbratwurst@47.6863838,10,123.79,7494,Energy,17
10687,30/09/2019,Hungry Owl All-Night Grocers,Ireland,Cork,36@Inlagd Sill@7.31918,6,19,11550,Energy,15
10688,01/10/2019,Vaffeljernet,Denmark,?rhus,10@Ikura@11.94182,18,31,12087,Economy and Industry,8
10688,01/10/2019,Vaffeljernet,Denmark,?rhus,28@R?ssle Sauerkraut@17.566032,60,45.6,10957,Agriculture and Rural Development,14
10688,01/10/2019,Vaffeljernet,Denmark,?rhus,34@Sasquatch Ale@5.39308,14,14,8940,Agriculture and Rural Development,14
10689,01/10/2019,Berglunds snabbk?p,Sweden,Lule?,1@Chai@6.93396,35,18,9473,Finance,11
10690,02/10/2019,Hanari Carnes,Brazil,Rio de Janeiro,56@Gnocchi di nonna Alice@14.63836,20,38,6682,Finance,20
10690,02/10/2019,Hanari Carnes,Brazil,Rio de Janeiro,77@Original Frankfurter gr?ne So?e@5.00786,30,13,8260,Culture and Sports,16
10691,03/10/2019,QUICK-Stop,Israel,Bat Yam,1@Chai@6.93396,30,18,10148,Communications,18
10691,03/10/2019,QUICK-Stop,Israel,Bat Yam,29@Th?ringer Rostbratwurst@47.6863838,40,123.79,6952,Agriculture and Rural Development,15
10691,03/10/2019,QUICK-Stop,Israel,Bat Yam,43@Ipoh Coffee@17.72012,40,46,10718,Defense,12
10691,03/10/2019,QUICK-Stop,Israel,Bat Yam,44@Gula Malacca@7.492529,24,19.45,8806,Economy and Industry,15
10691,03/10/2019,QUICK-Stop,Israel,Bat Yam,62@Tarte au sucre@18.991346,48,49.3,8736,Agriculture and Rural Development,11
10692,03/10/2019,Alfreds Futterkiste,Israel,Netivot,63@Vegie-spread@16.911158,20,43.9,5544,Energy,19
10693,06/10/2019,White Clover Markets,USA,Seattle,9@Mishi Kobe Niku@37.36634,6,97,9196,Energy,17
10693,06/10/2019,White Clover Markets,USA,Seattle,54@Tourti?re@2.869889,60,7.45,12000,Defense,17
10693,06/10/2019,White Clover Markets,USA,Seattle,69@Gudbrandsdalsost@13.86792,30,36,11823,Culture and Sports,23
10693,06/10/2019,White Clover Markets,USA,Seattle,73@R?d Kaviar@5.7783,15,15,8525,Culture and Sports,8
10694,06/10/2019,QUICK-Stop,Israel,Bat Yam,7@Uncle Bob's Organic Dried Pears@11.5566,90,30,10412,Defense,8
10694,06/10/2019,QUICK-Stop,Israel,Bat Yam,59@Raclette Courdavault@21.1871,25,55,11709,Defense,13
10694,06/10/2019,QUICK-Stop,Israel,Bat Yam,70@Outback Lager@5.7783,50,15,5022,Culture and Sports,16
10695,07/10/2019,Wilman Kala,Finland,Helsinki,8@Northwoods Cranberry Sauce@15.4088,10,40,5580,Communications,14
10695,07/10/2019,Wilman Kala,Finland,Helsinki,12@Queso Manchego La Pastora@14.63836,4,38,11686,Agriculture and Rural Development,16
10695,07/10/2019,Wilman Kala,Finland,Helsinki,24@Guaran? Fant?stica@1.73349,20,4.5,11088,Culture and Sports,25
10696,08/10/2019,White Clover Markets,USA,Seattle,17@Alice Mutton@15.02358,20,39,9181,Agriculture and Rural Development,19
10696,08/10/2019,White Clover Markets,USA,Seattle,46@Spegesild@4.62264,18,12,11835,Culture and Sports,25
10697,08/10/2019,LINO-Delicateses,Venezuela,I. de Margarita,19@Teatime Chocolate Biscuits@3.544024,7,9.2,11839,Communications,12
10697,08/10/2019,LINO-Delicateses,Venezuela,I. de Margarita,35@Steeleye Stout@6.93396,9,18,9584,Energy,10
10697,08/10/2019,LINO-Delicateses,Venezuela,I. de Margarita,58@Escargots de Bourgogne@5.104165,30,13.25,10176,Agriculture and Rural Development,21
10697,08/10/2019,LINO-Delicateses,Venezuela,I. de Margarita,70@Outback Lager@5.7783,30,15,9480,Finance,23
10698,09/10/2019,Ernst Handel,Austria,Graz,11@Queso Cabrales@8.08962,15,21,5186,Culture and Sports,11
10698,09/10/2019,Ernst Handel,Austria,Graz,17@Alice Mutton@15.02358,8,39,7203,Energy,11
10698,09/10/2019,Ernst Handel,Austria,Graz,29@Th?ringer Rostbratwurst@47.6863838,12,123.79,5030,Defense,25
10698,09/10/2019,Ernst Handel,Austria,Graz,65@Louisiana Fiery Hot Pepper Sauce@8.108881,65,21.05,7835,Finance,15
10698,09/10/2019,Ernst Handel,Austria,Graz,70@Outback Lager@5.7783,8,15,12159,Defense,13
10699,09/10/2019,Morgenstern Gesundkost,Israel,Rishon Le Zion,47@Zaanse koeken@3.65959,12,9.5,8061,Agriculture and Rural Development,8
10700,10/10/2019,Save-a-lot Markets,USA,Boise,1@Chai@6.93396,5,18,9583,Economy and Industry,13
10700,10/10/2019,Save-a-lot Markets,USA,Boise,34@Sasquatch Ale@5.39308,12,14,11899,Culture and Sports,24
10700,10/10/2019,Save-a-lot Markets,USA,Boise,68@Scottish Longbreads@4.81525,40,12.5,8440,Finance,25
10700,10/10/2019,Save-a-lot Markets,USA,Boise,71@Flotemysost@8.28223,60,21.5,6297,Agriculture and Rural Development,15
10701,13/10/2019,Hungry Owl All-Night Grocers,Ireland,Cork,59@Raclette Courdavault@21.1871,42,55,11285,Energy,11
10701,13/10/2019,Hungry Owl All-Night Grocers,Ireland,Cork,71@Flotemysost@8.28223,20,21.5,9837,Agriculture and Rural Development,19
10701,13/10/2019,Hungry Owl All-Night Grocers,Ireland,Cork,76@Lakkalik??ri@6.93396,35,18,7128,Culture and Sports,15
10702,13/10/2019,Alfreds Futterkiste,Israel,Netivot,3@Aniseed Syrup@3.8522,6,10,7170,Finance,14
10702,13/10/2019,Alfreds Futterkiste,Israel,Netivot,76@Lakkalik??ri@6.93396,15,18,6783,Agriculture and Rural Development,24
10703,14/10/2019,Folk och f? HB,Sweden,Br?cke,2@Chang@7.31918,5,19,7727,Defense,23
10703,14/10/2019,Folk och f? HB,Sweden,Br?cke,59@Raclette Courdavault@21.1871,35,55,9794,Energy,22
10703,14/10/2019,Folk och f? HB,Sweden,Br?cke,73@R?d Kaviar@5.7783,35,15,8832,Economy and Industry,7
10704,14/10/2019,Queen Cozinha,Brazil,Sao Paulo,4@Chef Anton's Cajun Seasoning@8.47484,6,22,7355,Defense,5
10704,14/10/2019,Queen Cozinha,Brazil,Sao Paulo,24@Guaran? Fant?stica@1.73349,35,4.5,5156,Communications,23
10704,14/10/2019,Queen Cozinha,Brazil,Sao Paulo,48@Chocolade@4.911555,24,12.75,11163,Defense,17
10705,15/10/2019,HILARION-Abastos,Venezuela,San Crist?bal,31@Gorgonzola Telino@4.81525,20,12.5,5236,Culture and Sports,15
10705,15/10/2019,HILARION-Abastos,Venezuela,San Crist?bal,32@Mascarpone Fabioli@12.32704,4,32,8340,Defense,15
10706,16/10/2019,Old World Delicatessen,USA,Anchorage,16@Pavlova@6.722089,20,17.45,9939,Defense,11
10706,16/10/2019,Old World Delicatessen,USA,Anchorage,43@Ipoh Coffee@17.72012,24,46,9321,Economy and Industry,13
10706,16/10/2019,Old World Delicatessen,USA,Anchorage,59@Raclette Courdavault@21.1871,8,55,6434,Economy and Industry,25
10707,16/10/2019,Around the Horn,UK,Colchester,55@P?t? chinois@9.24528,21,24,12146,Finance,17
10707,16/10/2019,Around the Horn,UK,Colchester,57@Ravioli Angelo@7.51179,40,19.5,11205,Energy,20
10707,16/10/2019,Around the Horn,UK,Colchester,70@Outback Lager@5.7783,28,15,7580,Energy,13
10708,17/10/2019,The Big Cheese,USA,Portland,5@Chef Anton's Gumbo Mix@8.224447,4,21.35,8632,Defense,18
10708,17/10/2019,The Big Cheese,USA,Portland,36@Inlagd Sill@7.31918,5,19,7495,Energy,16
10709,17/10/2019,Gourmet Lanchonetes,Brazil,Campinas,8@Northwoods Cranberry Sauce@15.4088,40,40,6597,Culture and Sports,22
10709,17/10/2019,Gourmet Lanchonetes,Brazil,Campinas,51@Manjimup Dried Apples@20.41666,28,53,8410,Defense,14
10709,17/10/2019,Gourmet Lanchonetes,Brazil,Campinas,60@Camembert Pierrot@13.09748,10,34,5588,Communications,18
10710,20/10/2019,Franchi S.p.A.,Italy,Torino,19@Teatime Chocolate Biscuits@3.544024,5,9.2,7914,Energy,24
